,,,50% Median Rents by Apartment Size,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,Studio,1 Bed,2 Bed,3 Bed,4 Bed,,,,,,,,,,,,,1099
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
state,cbsasub18,areaname18,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,,state_alpha,,pop2010,hu2010,cntyname,name,,,,,,
4,METRO49740M49740,"Yuma, AZ MSA",630,650,865,1258,1524,,AZ,Arizona,195751,87850,Yuma County,Yuma County,,#REF!,#REF!,#REF!,#REF!,FALSE
4,NCNTY04001N04001,"Apache County, AZ",508,595,697,998,1206,,AZ,Arizona,71518,32514,Apache County,Apache County,,#REF!,#REF!,#REF!,#REF!,FALSE
4,NCNTY04007N04007,"Gila County, AZ",684,689,916,1159,1248,,AZ,Arizona,53597,32698,Gila County,Gila County,,#REF!,#REF!,#REF!,#REF!,FALSE
4,NCNTY04009N04009,"Graham County, AZ",630,688,831,1209,1433,,AZ,Arizona,37220,12980,Graham County,Graham County,,#REF!,#REF!,#REF!,#REF!,FALSE
4,NCNTY04011N04011,"Greenlee County, AZ",547,547,722,905,983,,AZ,Arizona,8437,4372,Greenlee County,Greenlee County,,#REF!,#REF!,#REF!,#REF!,FALSE
4,NCNTY04012N04012,"La Paz County, AZ",590,594,790,990,1170,,AZ,Arizona,20489,16049,La Paz County,La Paz County,,#REF!,#REF!,#REF!,#REF!,FALSE
4,NCNTY04017N04017,"Navajo County, AZ",615,619,777,1043,1203,,AZ,Arizona,107449,56938,Navajo County,Navajo County,,#REF!,#REF!,#REF!,#REF!,FALSE
4,NCNTY04023N04023,"Santa Cruz County, AZ",571,571,760,1031,1035,,AZ,Arizona,47420,18010,Santa Cruz County,Santa Cruz County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",561,596,773,1110,1361,,AR,Arkansas,440121,188373,Benton County,Benton County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",506,545,725,981,1169,,AR,Arkansas,230083,99422,Crawford County,Crawford County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO26300M26300,"Hot Springs, AR MSA",561,612,814,1021,1186,,AR,Arkansas,96024,50548,Garland County,Garland County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",507,630,764,1076,1076,,AR,Arkansas,96443,40515,Craighead County,Craighead County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",473,476,633,859,862,,AR,Arkansas,24583,10923,Poinsett County,Poinsett County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",622,719,862,1154,1370,,AR,Arkansas,681904,299124,Faulkner County,Faulkner County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",533,643,738,1065,1192,,AR,Arkansas,17853,7758,Grant County,Grant County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",670,753,889,1212,1405,,AR,Arkansas,1239292,520265,Crittenden County,Crittenden County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO38220M38220,"Pine Bluff, AR MSA",507,568,731,916,1138,,AR,Arkansas,100258,41930,Cleveland County,Cleveland County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",592,665,843,1084,1249,,AR,Arkansas,136027,57774,Miller County,Miller County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",450,476,633,804,918,,AR,Arkansas,13171,6460,Little River County,Little River County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05001N05001,"Arkansas County, AR",514,518,683,930,1065,,AR,Arkansas,19019,9436,Arkansas County,Arkansas County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05003N05003,"Ashley County, AR",491,543,643,840,876,,AR,Arkansas,21853,10137,Ashley County,Ashley County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05005N05005,"Baxter County, AR",534,550,731,967,996,,AR,Arkansas,41513,22580,Baxter County,Baxter County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05009N05009,"Boone County, AR",488,492,654,951,1152,,AR,Arkansas,36903,16827,Boone County,Boone County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05011N05011,"Bradley County, AR",457,538,716,898,975,,AR,Arkansas,11508,5860,Bradley County,Bradley County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05013N05013,"Calhoun County, AR",511,583,669,869,975,,AR,Arkansas,5368,2897,Calhoun County,Calhoun County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05015N05015,"Carroll County, AR",532,535,712,924,1040,,AR,Arkansas,27446,13559,Carroll County,Carroll County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05017N05017,"Chicot County, AR",483,551,633,921,922,,AR,Arkansas,11800,5421,Chicot County,Chicot County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05019N05019,"Clark County, AR",505,508,676,921,1090,,AR,Arkansas,22995,10385,Clark County,Clark County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05021N05021,"Clay County, AR",473,476,633,894,922,,AR,Arkansas,16083,8031,Clay County,Clay County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05023N05023,"Cleburne County, AR",530,534,710,991,1070,,AR,Arkansas,25970,15826,Cleburne County,Cleburne County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05027N05027,"Columbia County, AR",451,551,633,921,960,,AR,Arkansas,24552,11596,Columbia County,Columbia County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05029N05029,"Conway County, AR",570,574,763,957,1104,,AR,Arkansas,21273,9720,Conway County,Conway County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05037N05037,"Cross County, AR",541,544,724,908,986,,AR,Arkansas,17870,7853,Cross County,Cross County,,#REF!,#REF!,#REF!,#REF!,FALSE
5,NCNTY05039N05039,"Dallas County, AR",473,476,633,883,886,,AR,Arkansas,8116,4305,Dallas County,Dallas County,,#REF!,#REF!,#REF!,#REF!,FALSE
